tid;invoicedate;invoiceduedate;subtotal;shipping;discount;tax;Total ;pmethod;notes;status;csd;eid;pamnt;items;taxstatus;discstatus;format_discount;refer;television;combo ;punto;term;rec;ron;multi;saldo anterior 
22740;05/02/2021;28/02/2021;-1613;0;0;0;-1613;Cash;;paid;14145;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-26613
22741;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14146;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22742;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14147;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22743;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14148;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22744;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14149;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22745;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14150;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22746;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14151;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22747;05/02/2021;28/02/2021;49008;0;0;3992;53000;;;due;14152;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;28000
22748;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14153;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22749;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14154;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22750;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14155;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22751;05/02/2021;28/02/2021;18000;0;0;0;18000;;;due;14156;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-7000
22752;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;14157;26;;2;yes;0;%;Villanueva;Television;3MegasV;no;0;no;Suspendido;0;0
22753;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14158;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22754;05/02/2021;28/02/2021;21625;0;0;3992;25617;;;due;14159;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;617
22755;05/02/2021;28/02/2021;15000;0;0;0;15000;;;due;14160;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-10000
22756;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14161;26;;2;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Suspendido;0;-55000
22757;05/02/2021;28/02/2021;17350;0;0;0;17350;;;due;14162;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-7650
22758;05/02/2021;28/02/2021;25000;0;0;0;25000;;;due;14163;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;0
22759;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14164;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22760;05/02/2021;28/02/2021;12097;0;0;0;12097;;;due;14165;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-12903
22761;05/02/2021;28/02/2021;18000;0;0;0;18000;;;due;14166;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-7000
22762;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14167;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22763;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14168;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22764;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14169;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22765;05/02/2021;28/02/2021;131275;0;0;3992;135267;;;due;14170;26;;3;yes;0;%;Villanueva;Television;10Megasv;no;0;no;Suspendido;0;55267
22766;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14171;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22767;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14172;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22768;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14173;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22769;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14174;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22770;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14175;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22771;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14176;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22772;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14177;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22773;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14178;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22774;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14179;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22775;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14180;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22776;05/02/2021;28/02/2021;21774;0;0;0;21774;;;due;14181;26;;2;yes;0;%;Villanueva;Television;3MegasV;no;0;no;Suspendido;0;-23226
22777;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14182;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22778;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14183;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22779;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14184;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22780;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14185;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22781;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;14186;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;25000
22782;05/02/2021;28/02/2021;25000;0;0;0;25000;;;due;14187;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;0
22783;05/02/2021;28/02/2021;-806;0;0;0;-806;Cash;;paid;14188;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25806
22784;05/02/2021;28/02/2021;24456;0;0;3992;28448;;;due;14189;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;3448
22785;05/02/2021;28/02/2021;65675;0;0;3992;69667;;;due;14190;26;;3;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Suspendido;0;14667
22786;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14191;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22787;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14192;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22788;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14193;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22789;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14194;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22790;05/02/2021;28/02/2021;32298;0;0;3992;36290;;;due;14195;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;11290
22791;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14196;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22792;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14197;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22793;05/02/2021;28/02/2021;18200;0;0;0;18200;;;due;14198;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-6800
22794;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14199;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22795;05/02/2021;28/02/2021;46008;0;0;3992;50000;;;due;14200;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;25000
22796;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14201;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22797;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14202;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22798;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14203;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22799;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14204;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22800;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14205;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22801;05/02/2021;28/02/2021;2392;0;0;0;2392;;;due;14206;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-22608
22802;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14207;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22803;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14208;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22804;05/02/2021;28/02/2021;25000;0;0;0;25000;;;due;14209;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;0
22805;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14210;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22806;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14211;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22807;05/02/2021;28/02/2021;10833;0;0;0;10833;;;due;14212;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-14167
22808;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14213;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22809;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14214;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22810;05/02/2021;28/02/2021;25000;0;0;0;25000;;;due;14215;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;0
22811;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14216;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22812;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14217;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22813;05/02/2021;28/02/2021;833;0;0;0;833;;;due;14218;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-24167
22814;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14219;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22815;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14220;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22816;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14221;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22817;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14222;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22818;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14223;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22819;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14224;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22820;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14225;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22821;05/02/2021;28/02/2021;18600;0;0;0;18600;;;due;14226;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-6400
22822;05/02/2021;28/02/2021;20167;0;0;0;20167;;;due;14227;26;;2;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Suspendido;0;-34833
22823;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14228;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22824;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14229;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22825;05/02/2021;28/02/2021;25000;0;0;0;25000;;;due;14230;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;0
22826;05/02/2021;28/02/2021;2500;0;0;0;2500;;;due;14231;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-22500
22827;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14232;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22828;05/02/2021;28/02/2021;20000;0;0;0;20000;;;due;14233;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-5000
22829;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14234;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22830;05/02/2021;28/02/2021;10833;0;0;0;10833;;;due;14235;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-14167
22831;05/02/2021;28/02/2021;-4167;0;0;0;-4167;Cash;;paid;14236;26;;2;yes;0;%;Villanueva;Television;3MegasV;no;0;no;Suspendido;0;-49167
22832;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14237;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22833;05/02/2021;28/02/2021;3448;0;0;0;3448;;;due;14238;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-21552
22834;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14239;26;;2;yes;0;%;Villanueva;Television;1Mega;no;0;no;Suspendido;0;-30000
22835;05/02/2021;28/02/2021;16667;0;0;0;16667;;;due;14240;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-8333
22836;05/02/2021;28/02/2021;13710;0;0;0;13710;;;due;14241;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-11290
22837;05/02/2021;28/02/2021;5000;0;0;0;5000;;;due;14242;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-20000
22838;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14243;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22839;05/02/2021;28/02/2021;25000;0;0;0;25000;;;due;14244;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;0
22840;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14245;26;;2;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Suspendido;0;-55000
22841;05/02/2021;28/02/2021;-21667;0;0;0;-21667;Cash;;paid;14246;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-46667
22842;05/02/2021;28/02/2021;10833;0;0;0;10833;;;due;14247;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-14167
22843;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14248;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22844;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14249;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22845;05/02/2021;28/02/2021;43589;0;0;3992;47581;;;due;14250;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;22581
22846;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14251;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22847;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14252;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22848;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14253;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22849;05/02/2021;28/02/2021;25000;0;0;0;25000;;;due;14254;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;0
22850;05/02/2021;28/02/2021;25000;0;0;0;25000;;;due;14255;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;0
22851;05/02/2021;28/02/2021;-806;0;0;0;-806;Cash;;paid;14256;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25806
22852;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14257;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22853;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14258;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22854;05/02/2021;28/02/2021;25000;0;0;0;25000;;;due;14259;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;0
22855;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14260;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22856;05/02/2021;28/02/2021;6034;0;0;0;6034;;;due;14261;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-18966
22857;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14262;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22858;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14263;26;;2;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Suspendido;0;-55000
22859;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14264;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22860;05/02/2021;28/02/2021;25000;0;0;0;25000;;;due;14265;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;0
22861;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14266;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22862;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14267;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22863;05/02/2021;28/02/2021;8065;0;0;0;8065;;;due;14268;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-16935
22864;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14269;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22865;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14270;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22866;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14271;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22867;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14272;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22868;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14273;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22869;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14274;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22870;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14275;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22871;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14276;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22872;05/02/2021;28/02/2021;10833;0;0;0;10833;;;due;14277;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-14167
22873;05/02/2021;28/02/2021;-1;0;0;0;-1;Cash;;paid;14278;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25001
22874;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14279;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22875;05/02/2021;28/02/2021;16034;0;0;0;16034;;;due;14280;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-8966
22876;05/02/2021;28/02/2021;25000;0;0;0;25000;;;due;14281;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;0
22877;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14282;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22878;05/02/2021;28/02/2021;41169;0;0;3992;45161;;;due;14283;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;20161
22879;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14284;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22880;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14285;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22881;05/02/2021;28/02/2021;833;0;0;0;833;;;due;14286;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-24167
22882;05/02/2021;28/02/2021;833;0;0;0;833;;;due;14287;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-24167
22883;05/02/2021;28/02/2021;10833;0;0;0;10833;;;due;14288;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-14167
22884;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14289;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22885;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14290;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22886;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14291;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22887;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14292;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22888;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14293;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22889;05/02/2021;28/02/2021;-9167;0;0;0;-9167;Cash;;paid;14294;26;;2;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Suspendido;0;-64167
22890;05/02/2021;28/02/2021;25000;0;0;0;25000;;;due;14295;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;0
22891;05/02/2021;28/02/2021;63508;0;0;3992;67500;;;due;14296;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;42500
22892;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14297;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22893;05/02/2021;28/02/2021;-806;0;0;0;-806;Cash;;paid;14298;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25806
22894;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14299;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22895;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14300;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22896;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14301;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22897;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14302;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22898;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14303;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22899;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14304;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22900;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14305;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22901;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14306;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22902;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14307;26;;2;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Suspendido;0;-55000
22903;05/02/2021;28/02/2021;9167;0;0;0;9167;;;due;14308;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-15833
22904;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14309;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22905;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14310;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22906;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14311;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22907;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14312;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22908;05/02/2021;28/02/2021;25000;0;0;0;25000;;;due;14313;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;0
22909;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14314;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22910;05/02/2021;28/02/2021;25000;0;0;0;25000;;;due;14315;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;0
22911;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14316;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22912;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14317;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22913;05/02/2021;28/02/2021;10834;0;0;0;10834;;;due;14318;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-14166
22914;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14319;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
22915;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;14320;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
